YEAR,MONTH,DAY_OF_MONTH,DAY_OF_WEEK,UNIQUE_CARRIER,ORIGIN,DEST,ARR_DELAY_NEW,CARRIER_DELAY,WEATHER_DELAY,NAS_DELAY,SECURITY_DELAY,LATE_AIRCRAFT_DELAY,CANCELLED,CANCELLATION_CODE
2015,11,1,7,F9,LAS,DEN,0,0,0,0,0,0,0,
2015,11,1,7,F9,DEN,PDX,2,0,0,0,0,0,0,
2015,11,1,7,F9,ATL,LGA,86,86,0,0,0,0,0,
2015,11,1,7,F9,ATL,DEN,446,0,0,0,0,446,0,
2015,11,1,7,F9,LGA,ATL,104,0,0,19,0,85,0,
2015,11,1,7,F9,DEN,MSP,0,0,0,0,0,0,0,
2015,11,1,7,F9,MIA,PHL,0,0,0,0,0,0,0,
2015,11,1,7,F9,PHL,MIA,0,0,0,0,0,0,0,
2015,11,1,7,F9,MIA,LGA,0,0,0,0,0,0,0,
2015,11,1,7,F9,LGA,MIA,0,0,0,0,0,0,0,
2015,11,1,7,F9,MIA,DEN,0,0,0,0,0,0,0,
2015,11,1,7,F9,ORD,SFO,45,45,0,0,0,0,0,
2015,11,1,7,F9,SFO,DEN,23,0,0,0,0,23,0,
2015,11,1,7,F9,DEN,DFW,22,0,0,4,0,18,0,
2015,11,1,7,F9,DFW,DEN,18,0,0,6,0,12,0,
2015,11,1,7,F9,ATL,MSP,1,0,0,0,0,0,0,
2015,11,1,7,F9,MSP,ATL,20,0,0,20,0,0,0,
2015,11,1,7,F9,ATL,LAX,0,0,0,0,0,0,0,
2015,11,1,7,F9,LAX,DEN,0,0,0,0,0,0,0,
2015,11,1,7,F9,DEN,MIA,29,28,0,1,0,0,0,
2015,11,1,7,F9,DEN,DFW,0,0,0,0,0,0,0,
2015,11,1,7,F9,PDX,DEN,0,0,0,0,0,0,0,
2015,11,1,7,F9,DEN,LAS,0,0,0,0,0,0,0,
2015,11,1,7,F9,LAS,SFO,3,0,0,0,0,0,0,
2015,11,1,7,F9,SFO,LAS,0,0,0,0,0,0,0,
2015,11,1,7,F9,LAS,MCO,5,0,0,0,0,0,0,
2015,11,1,7,F9,ATL,ORD,0,0,0,0,0,0,0,
2015,11,1,7,F9,ORD,PHX,0,0,0,0,0,0,0,
2015,11,1,7,F9,PHX,ORD,0,0,0,0,0,0,0,
2015,11,1,7,F9,ORD,DEN,0,0,0,0,0,0,0,
2015,11,1,7,F9,DEN,LAX,22,11,0,11,0,0,0,
2015,11,1,7,F9,LAX,ATL,0,0,0,0,0,0,0,
2015,11,1,7,F9,DFW,DEN,0,0,0,0,0,0,0,
2015,11,1,7,F9,DEN,ORD,17,0,0,17,0,0,0,
2015,11,1,7,F9,PHL,ORD,3,0,0,0,0,0,0,
2015,11,1,7,F9,ORD,LAX,0,0,0,0,0,0,0,
2015,11,1,7,F9,DEN,PHX,2,0,0,0,0,0,0,
2015,11,1,7,F9,PHX,DEN,0,0,0,0,0,0,0,
2015,11,1,7,F9,DEN,SFO,61,0,0,61,0,0,0,
2015,11,1,7,F9,DEN,DCA,0,0,0,0,0,0,0,
2015,11,1,7,F9,DCA,DEN,0,0,0,0,0,0,0,
2015,11,1,7,F9,DEN,DCA,3,0,0,0,0,0,0,
2015,11,1,7,F9,DCA,DEN,0,0,0,0,0,0,0,
2015,11,1,7,F9,DEN,ATL,4,0,0,0,0,0,0,
2015,11,1,7,F9,ATL,LAS,0,0,0,0,0,0,0,
