YEAR,MONTH,DAY_OF_MONTH,DAY_OF_WEEK,UNIQUE_CARRIER,ORIGIN,DEST,ARR_DELAY_NEW,CARRIER_DELAY,WEATHER_DELAY,NAS_DELAY,SECURITY_DELAY,LATE_AIRCRAFT_DELAY,CANCELLED,CANCELLATION_CODE
2016,3,17,4,VX,SFO,SEA,0,0,0,0,0,0,0,
2016,3,17,4,VX,SFO,SEA,0,0,0,0,0,0,0,
2016,3,17,4,VX,SFO,SEA,18,0,0,0,0,18,0,
2016,3,17,4,VX,SEA,SFO,0,0,0,0,0,0,0,
2016,3,17,4,VX,SFO,SAN,0,0,0,0,0,0,0,
2016,3,17,4,VX,SFO,SEA,0,0,0,0,0,0,0,
2016,3,17,4,VX,SEA,SFO,0,0,0,0,0,0,0,
2016,3,17,4,VX,SEA,SFO,10,0,0,0,0,0,0,
2016,3,17,4,VX,SEA,SFO,0,0,0,0,0,0,0,
2016,3,17,4,VX,IAD,SFO,0,0,0,0,0,0,0,
2016,3,17,4,VX,LAX,SEA,0,0,0,0,0,0,0,
2016,3,17,4,VX,SEA,LAX,0,0,0,0,0,0,0,
2016,3,17,4,VX,LAX,SEA,12,0,0,0,0,0,0,
2016,3,17,4,VX,LAX,SEA,0,0,0,0,0,0,0,
2016,3,17,4,VX,SEA,LAX,0,0,0,0,0,0,0,
2016,3,17,4,VX,SFO,PDX,0,0,0,0,0,0,0,
2016,3,17,4,VX,PDX,SFO,0,0,0,0,0,0,0,
2016,3,17,4,VX,SFO,PDX,0,0,0,0,0,0,0,
2016,3,17,4,VX,SFO,IAD,0,0,0,0,0,0,0,
2016,3,17,4,VX,SFO,DEN,0,0,0,0,0,0,0,
2016,3,17,4,VX,DEN,SFO,0,0,0,0,0,0,0,
2016,3,17,4,VX,DEN,SFO,0,0,0,0,0,0,0,
2016,3,17,4,VX,SFO,DEN,5,0,0,0,0,0,0,
2016,3,17,4,VX,DEN,SFO,14,0,0,0,0,0,0,
2016,3,17,4,VX,SFO,DEN,3,0,0,0,0,0,0,
2016,3,17,4,VX,IAD,LAX,0,0,0,0,0,0,0,
2016,3,17,4,VX,SFO,LAS,0,0,0,0,0,0,0,
2016,3,17,4,VX,LAS,SFO,0,0,0,0,0,0,0,
2016,3,17,4,VX,SFO,LAS,0,0,0,0,0,0,0,
2016,3,17,4,VX,LAS,SFO,0,0,0,0,0,0,0,
2016,3,17,4,VX,SFO,LAS,9,0,0,0,0,0,0,
2016,3,17,4,VX,SFO,LAS,0,0,0,0,0,0,1,A
2016,3,17,4,VX,LAS,SFO,0,0,0,0,0,0,0,
2016,3,17,4,VX,SFO,IAD,0,0,0,0,0,0,0,
2016,3,17,4,VX,SFO,LAS,0,0,0,0,0,0,0,
2016,3,17,4,VX,LAS,SFO,0,0,0,0,0,0,1,A
2016,3,17,4,VX,LAS,SFO,11,0,0,0,0,0,0,
2016,3,17,4,VX,SFO,LAS,0,0,0,0,0,0,0,
2016,3,17,4,VX,LAS,SFO,0,0,0,0,0,0,0,
2016,3,17,4,VX,SFO,LAX,0,0,0,0,0,0,0,
2016,3,17,4,VX,LAX,SFO,0,0,0,0,0,0,0,
2016,3,17,4,VX,SFO,LAX,0,0,0,0,0,0,0,
2016,3,17,4,VX,LAX,SFO,0,0,0,0,0,0,0,
2016,3,17,4,VX,LAX,SFO,0,0,0,0,0,0,0,
2016,3,17,4,VX,SFO,LAX,0,0,0,0,0,0,0,
2016,3,17,4,VX,LAX,SFO,0,0,0,0,0,0,0,
