YEAR,MONTH,DAY_OF_MONTH,DAY_OF_WEEK,UNIQUE_CARRIER,ORIGIN,DEST,ARR_DELAY_NEW,CARRIER_DELAY,WEATHER_DELAY,NAS_DELAY,SECURITY_DELAY,LATE_AIRCRAFT_DELAY,CANCELLED,CANCELLATION_CODE
2016,3,2,3,AS,PDX,HNL,4,0,0,0,0,0,0,
2016,3,2,3,AS,HNL,PDX,0,0,0,0,0,0,0,
2016,3,2,3,AS,SEA,HNL,225,225,0,0,0,0,0,
2016,3,2,3,AS,HNL,SEA,0,0,0,0,0,0,0,
2016,3,2,3,AS,HNL,SAN,127,0,0,0,0,127,0,
2016,3,2,3,AS,SEA,HNL,6,0,0,0,0,0,0,
2016,3,2,3,AS,HNL,SEA,5,0,0,0,0,0,0,
2016,3,2,3,AS,SAN,HNL,21,0,0,21,0,0,0,
2016,3,3,4,AS,DCA,SEA,0,0,0,0,0,0,0,
2016,3,3,4,AS,SEA,DCA,0,0,0,0,0,0,0,
2016,3,3,4,AS,DCA,SEA,0,0,0,0,0,0,0,
2016,3,3,4,AS,SEA,DCA,1,0,0,0,0,0,0,
2016,3,3,4,AS,DCA,LAX,0,0,0,0,0,0,0,
2016,3,3,4,AS,LAX,DCA,0,0,0,0,0,0,0,
2016,3,3,4,AS,JFK,SEA,11,0,0,0,0,0,0,
2016,3,3,4,AS,SEA,EWR,0,0,0,0,0,0,0,
2016,3,3,4,AS,EWR,SEA,0,0,0,0,0,0,0,
2016,3,3,4,AS,SEA,BOS,0,0,0,0,0,0,0,
2016,3,3,4,AS,SEA,EWR,0,0,0,0,0,0,0,
2016,3,3,4,AS,BOS,SEA,0,0,0,0,0,0,0,
2016,3,3,4,AS,SEA,MCO,106,102,0,4,0,0,0,
2016,3,3,4,AS,EWR,SEA,0,0,0,0,0,0,0,
2016,3,3,4,AS,SEA,JFK,0,0,0,0,0,0,0,
2016,3,3,4,AS,MCO,SEA,4,0,0,0,0,0,0,
2016,3,3,4,AS,ORD,SEA,4,0,0,0,0,0,0,
2016,3,3,4,AS,SEA,ORD,0,0,0,0,0,0,0,
2016,3,3,4,AS,ORD,SEA,12,0,0,0,0,0,0,
2016,3,3,4,AS,SEA,BOS,0,0,0,0,0,0,0,
2016,3,3,4,AS,BOS,SEA,0,0,0,0,0,0,0,
2016,3,3,4,AS,SEA,ORD,0,0,0,0,0,0,0,
2016,3,3,4,AS,SEA,MSP,0,0,0,0,0,0,0,
2016,3,3,4,AS,ORD,SEA,5,0,0,0,0,0,0,
2016,3,3,4,AS,PDX,BOS,0,0,0,0,0,0,0,
2016,3,3,4,AS,PHL,SEA,0,0,0,0,0,0,0,
2016,3,3,4,AS,SEA,PHL,0,0,0,0,0,0,0,
2016,3,3,4,AS,BOS,PDX,0,0,0,0,0,0,0,
2016,3,3,4,AS,SEA,ORD,0,0,0,0,0,0,0,
2016,3,3,4,AS,FLL,SEA,12,0,0,0,0,0,0,
2016,3,3,4,AS,SEA,MSP,0,0,0,0,0,0,0,
2016,3,3,4,AS,MSP,SEA,0,0,0,0,0,0,0,
2016,3,3,4,AS,SEA,FLL,0,0,0,0,0,0,0,
2016,3,3,4,AS,MSP,SEA,3,0,0,0,0,0,0,
2016,3,5,6,AS,PDX,BOS,0,0,0,0,0,0,0,
2016,3,5,6,AS,PHL,SEA,0,0,0,0,0,0,0,
2016,3,5,6,AS,SEA,PHL,0,0,0,0,0,0,0,
2016,3,5,6,AS,BOS,PDX,0,0,0,0,0,0,0,
2016,3,5,6,AS,SEA,ORD,0,0,0,0,0,0,0,
2016,3,5,6,AS,FLL,SEA,0,0,0,0,0,0,0,
2016,3,5,6,AS,SEA,MSP,38,38,0,0,0,0,0,
2016,3,1,2,AS,DCA,SEA,0,0,0,0,0,0,0,
2016,3,1,2,AS,SEA,DCA,0,0,0,0,0,0,0,
2016,3,1,2,AS,DCA,SEA,0,0,0,0,0,0,0,
2016,3,1,2,AS,SEA,DCA,0,0,0,0,0,0,0,
2016,3,1,2,AS,DCA,LAX,0,0,0,0,0,0,0,
2016,3,1,2,AS,LAX,DCA,0,0,0,0,0,0,0,
2016,3,1,2,AS,JFK,SEA,0,0,0,0,0,0,0,
2016,3,1,2,AS,SEA,EWR,0,0,0,0,0,0,0,
2016,3,1,2,AS,EWR,SEA,0,0,0,0,0,0,0,
2016,3,1,2,AS,SEA,BOS,0,0,0,0,0,0,0,
2016,3,1,2,AS,SEA,EWR,0,0,0,0,0,0,0,
2016,3,1,2,AS,BOS,SEA,0,0,0,0,0,0,0,
2016,3,1,2,AS,SEA,MCO,27,0,0,27,0,0,0,
2016,3,1,2,AS,EWR,SEA,0,0,0,0,0,0,0,
2016,3,1,2,AS,SEA,JFK,21,21,0,0,0,0,0,
2016,3,1,2,AS,MCO,SEA,0,0,0,0,0,0,0,
2016,3,1,2,AS,ORD,SEA,163,0,0,0,0,163,0,
2016,3,1,2,AS,SEA,ORD,180,0,0,180,0,0,0,
2016,3,1,2,AS,ORD,SEA,3,0,0,0,0,0,0,
2016,3,1,2,AS,BOS,SEA,0,0,0,0,0,0,0,
2016,3,1,2,AS,SEA,ORD,0,0,0,0,0,0,0,
2016,3,1,2,AS,SEA,MSP,0,0,0,0,0,0,0,
2016,3,1,2,AS,ORD,SEA,78,0,3,0,0,75,0,
2016,3,1,2,AS,PDX,BOS,0,0,0,0,0,0,0,
2016,3,1,2,AS,PHL,SEA,0,0,0,0,0,0,0,
2016,3,1,2,AS,SEA,PHL,6,0,0,0,0,0,0,
2016,3,1,2,AS,BOS,PDX,0,0,0,0,0,0,0,
2016,3,1,2,AS,SEA,ORD,97,0,0,97,0,0,0,
2016,3,1,2,AS,FLL,SEA,2,0,0,0,0,0,0,
2016,3,1,2,AS,SEA,MSP,2,0,0,0,0,0,0,
2016,3,1,2,AS,MSP,SEA,5,0,0,0,0,0,0,
2016,3,1,2,AS,SEA,FLL,0,0,0,0,0,0,0,
2016,3,1,2,AS,MSP,SEA,5,0,0,0,0,0,0,
2016,3,1,2,AS,PDX,SFO,0,0,0,0,0,0,0,
2016,3,1,2,AS,SFO,PDX,7,0,0,0,0,0,0,
2016,3,1,2,AS,SAN,SEA,0,0,0,0,0,0,0,
2016,3,1,2,AS,SEA,SAN,12,0,0,0,0,0,0,
2016,3,1,2,AS,SEA,SFO,0,0,0,0,0,0,0,
2016,3,1,2,AS,SFO,SEA,0,0,0,0,0,0,1,A
2016,3,1,2,AS,SEA,SFO,0,0,0,0,0,0,0,
2016,3,1,2,AS,SEA,SFO,4,0,0,0,0,0,0,
2016,3,1,2,AS,SFO,SEA,9,0,0,0,0,0,0,
2016,3,1,2,AS,SFO,SEA,25,0,0,25,0,0,0,
2016,3,1,2,AS,SEA,SFO,21,0,0,7,0,14,0,
2016,3,1,2,AS,SFO,SEA,0,0,0,0,0,0,0,
2016,3,1,2,AS,SFO,SEA,0,0,0,0,0,0,0,
2016,3,1,2,AS,SFO,SEA,0,0,0,0,0,0,0,
2016,3,1,2,AS,SEA,SFO,0,0,0,0,0,0,0,
2016,3,1,2,AS,SEA,SFO,12,0,0,0,0,0,0,
2016,3,1,2,AS,SEA,SFO,0,0,0,0,0,0,0,
2016,3,1,2,AS,LAX,SEA,0,0,0,0,0,0,0,
2016,3,1,2,AS,SFO,SEA,99,0,0,99,0,0,0,
2016,3,1,2,AS,SFO,PDX,0,0,0,0,0,0,0,
2016,3,1,2,AS,PDX,SFO,0,0,0,0,0,0,0,
2016,3,1,2,AS,SFO,PDX,0,0,0,0,0,0,0,
2016,3,1,2,AS,PDX,SFO,0,0,0,0,0,0,0,
2016,3,1,2,AS,SFO,PDX,0,0,0,0,0,0,0,
2016,3,1,2,AS,SFO,PDX,0,0,0,0,0,0,0,
2016,3,1,2,AS,PDX,SFO,0,0,0,0,0,0,0,
2016,3,1,2,AS,SLC,SEA,0,0,0,0,0,0,0,
2016,3,1,2,AS,SEA,PDX,26,25,0,1,0,0,0,
2016,3,1,2,AS,SEA,LAX,0,0,0,0,0,0,0,
2016,3,1,2,AS,SEA,LAS,7,0,0,0,0,0,0,
2016,3,1,2,AS,PDX,SEA,11,0,0,0,0,0,0,
2016,3,1,2,AS,LAX,SEA,4,0,0,0,0,0,0,
2016,3,1,2,AS,PDX,LAX,0,0,0,0,0,0,0,
2016,3,1,2,AS,SEA,LAX,0,0,0,0,0,0,0,
2016,3,1,2,AS,SEA,LAX,11,0,0,0,0,0,0,
2016,3,1,2,AS,SEA,LAX,0,0,0,0,0,0,0,
2016,3,1,2,AS,LAX,SEA,0,0,0,0,0,0,0,
2016,3,1,2,AS,LAX,SEA,0,0,0,0,0,0,0,
2016,3,1,2,AS,SEA,LAX,0,0,0,0,0,0,0,
2016,3,1,2,AS,LAX,SEA,0,0,0,0,0,0,0,
2016,3,1,2,AS,SEA,LAX,0,0,0,0,0,0,0,
2016,3,1,2,AS,LAX,SEA,0,0,0,0,0,0,0,
2016,3,1,2,AS,SEA,LAX,0,0,0,0,0,0,0,
2016,3,1,2,AS,LAX,SEA,0,0,0,0,0,0,0,
2016,3,1,2,AS,SEA,LAX,0,0,0,0,0,0,0,
2016,3,1,2,AS,LAX,SEA,0,0,0,0,0,0,0,
2016,3,1,2,AS,SEA,LAX,24,0,0,16,0,8,0,
2016,3,1,2,AS,LAX,SEA,101,0,0,101,0,0,0,
2016,3,1,2,AS,LAX,SEA,0,0,0,0,0,0,0,
2016,3,1,2,AS,SEA,LAX,0,0,0,0,0,0,0,
2016,3,1,2,AS,LAX,SEA,3,0,0,0,0,0,0,
2016,3,1,2,AS,LAX,SEA,6,0,0,0,0,0,0,
2016,3,1,2,AS,SEA,LAX,23,0,0,17,0,6,0,
2016,3,1,2,AS,SAN,SEA,9,0,0,0,0,0,0,
2016,3,1,2,AS,SEA,SAN,16,16,0,0,0,0,0,
2016,3,1,2,AS,SAN,SEA,5,0,0,0,0,0,0,
2016,3,1,2,AS,SEA,SAN,2,0,0,0,0,0,0,
2016,3,1,2,AS,LAX,SEA,0,0,0,0,0,0,0,
2016,3,1,2,AS,SEA,LAX,0,0,0,0,0,0,0,
2016,3,1,2,AS,SAN,SEA,4,0,0,0,0,0,0,
2016,3,1,2,AS,SEA,SAN,0,0,0,0,0,0,0,
2016,3,1,2,AS,SEA,SAN,0,0,0,0,0,0,0,
2016,3,1,2,AS,PDX,LAX,0,0,0,0,0,0,0,
2016,3,1,2,AS,SAN,SEA,25,0,0,25,0,0,0,
2016,3,1,2,AS,LAX,SEA,0,0,0,0,0,0,0,
2016,3,1,2,AS,SEA,LAX,18,0,0,3,0,15,0,
