YEAR,MONTH,DAY_OF_MONTH,DAY_OF_WEEK,UNIQUE_CARRIER,ORIGIN,DEST,ARR_DELAY_NEW,CARRIER_DELAY,WEATHER_DELAY,NAS_DELAY,SECURITY_DELAY,LATE_AIRCRAFT_DELAY,CANCELLED,CANCELLATION_CODE
2016,3,27,7,HA,LAS,HNL,0,0,0,0,0,0,0,
2016,3,28,1,HA,LAS,HNL,0,0,0,0,0,0,0,
2016,3,29,2,HA,LAS,HNL,0,0,0,0,0,0,0,
2016,3,30,3,HA,LAS,HNL,0,0,0,0,0,0,0,
2016,3,31,4,HA,LAS,HNL,0,0,0,0,0,0,0,
2016,3,1,2,HA,HNL,LAS,0,0,0,0,0,0,0,
2016,3,2,3,HA,HNL,LAS,0,0,0,0,0,0,0,
2016,3,3,4,HA,HNL,LAS,0,0,0,0,0,0,0,
2016,3,4,5,HA,HNL,LAS,0,0,0,0,0,0,0,
2016,3,5,6,HA,HNL,LAS,0,0,0,0,0,0,0,
2016,3,6,7,HA,HNL,LAS,0,0,0,0,0,0,0,
2016,3,7,1,HA,HNL,LAS,0,0,0,0,0,0,0,
2016,3,8,2,HA,HNL,LAS,0,0,0,0,0,0,0,
2016,3,9,3,HA,HNL,LAS,0,0,0,0,0,0,0,
2016,3,10,4,HA,HNL,LAS,0,0,0,0,0,0,0,
2016,3,11,5,HA,HNL,LAS,0,0,0,0,0,0,0,
2016,3,12,6,HA,HNL,LAS,0,0,0,0,0,0,0,
2016,3,13,7,HA,HNL,LAS,0,0,0,0,0,0,0,
2016,3,14,1,HA,HNL,LAS,0,0,0,0,0,0,0,
2016,3,15,2,HA,HNL,LAS,0,0,0,0,0,0,0,
2016,3,16,3,HA,HNL,LAS,0,0,0,0,0,0,0,
2016,3,17,4,HA,HNL,LAS,0,0,0,0,0,0,0,
2016,3,18,5,HA,HNL,LAS,0,0,0,0,0,0,0,
2016,3,19,6,HA,HNL,LAS,0,0,0,0,0,0,0,
2016,3,20,7,HA,HNL,LAS,0,0,0,0,0,0,0,
2016,3,21,1,HA,HNL,LAS,0,0,0,0,0,0,0,
2016,3,22,2,HA,HNL,LAS,9,0,0,0,0,0,0,
2016,3,23,3,HA,HNL,LAS,5,0,0,0,0,0,0,
2016,3,24,4,HA,HNL,LAS,19,19,0,0,0,0,0,
2016,3,25,5,HA,HNL,LAS,0,0,0,0,0,0,0,
2016,3,26,6,HA,HNL,LAS,43,43,0,0,0,0,0,
2016,3,27,7,HA,HNL,LAS,14,0,0,0,0,0,0,
2016,3,28,1,HA,HNL,LAS,9,0,0,0,0,0,0,
2016,3,29,2,HA,HNL,LAS,0,0,0,0,0,0,0,
2016,3,30,3,HA,HNL,LAS,0,0,0,0,0,0,0,
2016,3,31,4,HA,HNL,LAS,0,0,0,0,0,0,0,
2016,3,1,2,HA,SEA,HNL,49,49,0,0,0,0,0,
2016,3,2,3,HA,SEA,HNL,8,0,0,0,0,0,0,
2016,3,3,4,HA,SEA,HNL,0,0,0,0,0,0,0,
2016,3,4,5,HA,SEA,HNL,2,0,0,0,0,0,0,
2016,3,5,6,HA,SEA,HNL,0,0,0,0,0,0,1,A
2016,3,6,7,HA,SEA,HNL,0,0,0,0,0,0,0,
2016,3,7,1,HA,SEA,HNL,8,0,0,0,0,0,0,
2016,3,8,2,HA,SEA,HNL,39,39,0,0,0,0,0,
2016,3,9,3,HA,SEA,HNL,26,26,0,0,0,0,0,
2016,3,10,4,HA,SEA,HNL,0,0,0,0,0,0,0,
2016,3,11,5,HA,SEA,HNL,0,0,0,0,0,0,0,
2016,3,12,6,HA,SEA,HNL,0,0,0,0,0,0,0,
2016,3,13,7,HA,SEA,HNL,0,0,0,0,0,0,0,
2016,3,14,1,HA,SEA,HNL,10,0,0,0,0,0,0,
2016,3,15,2,HA,SEA,HNL,23,23,0,0,0,0,0,
2016,3,16,3,HA,SEA,HNL,8,0,0,0,0,0,0,
2016,3,17,4,HA,SEA,HNL,7,0,0,0,0,0,0,
2016,3,18,5,HA,SEA,HNL,43,39,0,0,4,0,0,
2016,3,19,6,HA,SEA,HNL,0,0,0,0,0,0,0,
2016,3,20,7,HA,SEA,HNL,32,32,0,0,0,0,0,
2016,3,21,1,HA,SEA,HNL,0,0,0,0,0,0,0,
2016,3,22,2,HA,SEA,HNL,0,0,0,0,0,0,0,
2016,3,23,3,HA,SEA,HNL,0,0,0,0,0,0,0,
2016,3,24,4,HA,SEA,HNL,0,0,0,0,0,0,0,
2016,3,25,5,HA,SEA,HNL,1,0,0,0,0,0,0,
2016,3,26,6,HA,SEA,HNL,1,0,0,0,0,0,0,
2016,3,27,7,HA,SEA,HNL,0,0,0,0,0,0,0,
2016,3,28,1,HA,SEA,HNL,0,0,0,0,0,0,0,
2016,3,29,2,HA,SEA,HNL,0,0,0,0,0,0,0,
2016,3,30,3,HA,SEA,HNL,0,0,0,0,0,0,0,
2016,3,31,4,HA,SEA,HNL,0,0,0,0,0,0,0,
2016,3,1,2,HA,HNL,SEA,0,0,0,0,0,0,0,
2016,3,2,3,HA,HNL,SEA,0,0,0,0,0,0,0,
2016,3,3,4,HA,HNL,SEA,0,0,0,0,0,0,0,
2016,3,4,5,HA,HNL,SEA,0,0,0,0,0,0,0,
2016,3,5,6,HA,HNL,SEA,0,0,0,0,0,0,0,
2016,3,6,7,HA,HNL,SEA,0,0,0,0,0,0,0,
2016,3,7,1,HA,HNL,SEA,0,0,0,0,0,0,0,
2016,3,8,2,HA,HNL,SEA,0,0,0,0,0,0,0,
2016,3,9,3,HA,HNL,SEA,0,0,0,0,0,0,0,
2016,3,10,4,HA,HNL,SEA,0,0,0,0,0,0,0,
2016,3,11,5,HA,HNL,SEA,11,0,0,0,0,0,0,
2016,3,12,6,HA,HNL,SEA,1,0,0,0,0,0,0,
2016,3,13,7,HA,HNL,SEA,0,0,0,0,0,0,0,
2016,3,14,1,HA,HNL,SEA,0,0,0,0,0,0,0,
2016,3,15,2,HA,HNL,SEA,0,0,0,0,0,0,0,
2016,3,16,3,HA,HNL,SEA,0,0,0,0,0,0,0,
2016,3,17,4,HA,HNL,SEA,0,0,0,0,0,0,0,
2016,3,18,5,HA,HNL,SEA,1,0,0,0,0,0,0,
2016,3,19,6,HA,HNL,SEA,0,0,0,0,0,0,0,
2016,3,20,7,HA,HNL,SEA,0,0,0,0,0,0,0,
2016,3,21,1,HA,HNL,SEA,0,0,0,0,0,0,0,
2016,3,22,2,HA,HNL,SEA,14,0,0,0,0,0,0,
2016,3,23,3,HA,HNL,SEA,3,0,0,0,0,0,0,
2016,3,24,4,HA,HNL,SEA,11,0,0,0,0,0,0,
2016,3,25,5,HA,HNL,SEA,0,0,0,0,0,0,0,
2016,3,26,6,HA,HNL,SEA,0,0,0,0,0,0,0,
2016,3,27,7,HA,HNL,SEA,18,18,0,0,0,0,0,
2016,3,28,1,HA,HNL,SEA,13,0,0,0,0,0,0,
2016,3,29,2,HA,HNL,SEA,29,29,0,0,0,0,0,
2016,3,30,3,HA,HNL,SEA,0,0,0,0,0,0,0,
2016,3,31,4,HA,HNL,SEA,0,0,0,0,0,0,0,
2016,3,1,2,HA,LAX,HNL,13,0,0,0,0,0,0,
2016,3,2,3,HA,LAX,HNL,36,36,0,0,0,0,0,
2016,3,3,4,HA,LAX,HNL,0,0,0,0,0,0,0,
2016,3,4,5,HA,LAX,HNL,0,0,0,0,0,0,0,
2016,3,5,6,HA,LAX,HNL,16,16,0,0,0,0,0,
2016,3,6,7,HA,LAX,HNL,0,0,0,0,0,0,0,
2016,3,7,1,HA,LAX,HNL,4,0,0,0,0,0,0,
2016,3,8,2,HA,LAX,HNL,12,0,0,0,0,0,0,
2016,3,9,3,HA,LAX,HNL,39,39,0,0,0,0,0,
2016,3,10,4,HA,LAX,HNL,23,23,0,0,0,0,0,
2016,3,11,5,HA,LAX,HNL,3,0,0,0,0,0,0,
2016,3,12,6,HA,LAX,HNL,18,18,0,0,0,0,0,
2016,3,13,7,HA,LAX,HNL,0,0,0,0,0,0,0,
2016,3,14,1,HA,LAX,HNL,0,0,0,0,0,0,0,
2016,3,15,2,HA,LAX,HNL,0,0,0,0,0,0,0,
2016,3,16,3,HA,LAX,HNL,0,0,0,0,0,0,0,
2016,3,17,4,HA,LAX,HNL,0,0,0,0,0,0,0,
2016,3,18,5,HA,LAX,HNL,0,0,0,0,0,0,0,
2016,3,19,6,HA,LAX,HNL,0,0,0,0,0,0,0,
2016,3,20,7,HA,LAX,HNL,6,0,0,0,0,0,0,
2016,3,21,1,HA,LAX,HNL,17,17,0,0,0,0,0,
2016,3,22,2,HA,LAX,HNL,0,0,0,0,0,0,0,
2016,3,23,3,HA,LAX,HNL,0,0,0,0,0,0,0,
2016,3,24,4,HA,LAX,HNL,0,0,0,0,0,0,0,
2016,3,25,5,HA,LAX,HNL,0,0,0,0,0,0,0,
2016,3,26,6,HA,LAX,HNL,0,0,0,0,0,0,0,
2016,3,27,7,HA,LAX,HNL,0,0,0,0,0,0,0,
2016,3,28,1,HA,LAX,HNL,0,0,0,0,0,0,0,
2016,3,29,2,HA,LAX,HNL,0,0,0,0,0,0,0,
2016,3,30,3,HA,LAX,HNL,2,0,0,0,0,0,0,
2016,3,31,4,HA,LAX,HNL,11,0,0,0,0,0,0,
2016,3,1,2,HA,HNL,LAX,0,0,0,0,0,0,0,
2016,3,2,3,HA,HNL,LAX,120,120,0,0,0,0,0,
2016,3,3,4,HA,HNL,LAX,0,0,0,0,0,0,0,
2016,3,4,5,HA,HNL,LAX,0,0,0,0,0,0,0,
2016,3,5,6,HA,HNL,LAX,0,0,0,0,0,0,0,
2016,3,6,7,HA,HNL,LAX,0,0,0,0,0,0,0,
2016,3,7,1,HA,HNL,LAX,0,0,0,0,0,0,0,
2016,3,8,2,HA,HNL,LAX,0,0,0,0,0,0,0,
2016,3,9,3,HA,HNL,LAX,0,0,0,0,0,0,0,
2016,3,10,4,HA,HNL,LAX,0,0,0,0,0,0,0,
2016,3,11,5,HA,HNL,LAX,0,0,0,0,0,0,0,
2016,3,12,6,HA,HNL,LAX,0,0,0,0,0,0,0,
2016,3,13,7,HA,HNL,LAX,3,0,0,0,0,0,0,
2016,3,14,1,HA,HNL,LAX,3,0,0,0,0,0,0,
2016,3,15,2,HA,HNL,LAX,0,0,0,0,0,0,0,
2016,3,16,3,HA,HNL,LAX,0,0,0,0,0,0,0,
2016,3,17,4,HA,HNL,LAX,0,0,0,0,0,0,0,
2016,3,18,5,HA,HNL,LAX,0,0,0,0,0,0,0,
2016,3,19,6,HA,HNL,LAX,7,0,0,0,0,0,0,
2016,3,20,7,HA,HNL,LAX,0,0,0,0,0,0,0,
2016,3,21,1,HA,HNL,LAX,0,0,0,0,0,0,0,
2016,3,22,2,HA,HNL,LAX,10,0,0,0,0,0,0,
2016,3,23,3,HA,HNL,LAX,7,0,0,0,0,0,0,
2016,3,24,4,HA,HNL,LAX,45,45,0,0,0,0,0,
2016,3,25,5,HA,HNL,LAX,0,0,0,0,0,0,0,
2016,3,26,6,HA,HNL,LAX,0,0,0,0,0,0,0,
2016,3,27,7,HA,HNL,LAX,18,18,0,0,0,0,0,
2016,3,28,1,HA,HNL,LAX,8,0,0,0,0,0,0,
2016,3,29,2,HA,HNL,LAX,0,0,0,0,0,0,0,
2016,3,30,3,HA,HNL,LAX,0,0,0,0,0,0,0,
2016,3,31,4,HA,HNL,LAX,3,0,0,0,0,0,0,
2016,3,1,2,HA,LAX,HNL,6,0,0,0,0,0,0,
2016,3,2,3,HA,LAX,HNL,18,18,0,0,0,0,0,
2016,3,3,4,HA,LAX,HNL,0,0,0,0,0,0,0,
2016,3,4,5,HA,LAX,HNL,0,0,0,0,0,0,0,
2016,3,5,6,HA,LAX,HNL,10,0,0,0,0,0,0,
2016,3,6,7,HA,LAX,HNL,0,0,0,0,0,0,0,
2016,3,7,1,HA,LAX,HNL,0,0,0,0,0,0,0,
2016,3,8,2,HA,LAX,HNL,17,17,0,0,0,0,0,
