YEAR,MONTH,DAY_OF_MONTH,DAY_OF_WEEK,UNIQUE_CARRIER,ORIGIN,DEST,ARR_DELAY_NEW,CARRIER_DELAY,WEATHER_DELAY,NAS_DELAY,SECURITY_DELAY,LATE_AIRCRAFT_DELAY,CANCELLED,CANCELLATION_CODE
2015,10,2,5,B6,FLL,LAX,14,0,0,0,0,0,0,
2015,10,2,5,B6,LAX,FLL,5,0,0,0,0,0,0,
2015,10,2,5,B6,BOS,JFK,20,9,0,11,0,0,0,
2015,10,2,5,B6,JFK,SAN,8,0,0,0,0,0,0,
2015,10,2,5,B6,SAN,JFK,55,0,0,48,0,7,0,
2015,10,2,5,B6,JFK,MCO,35,10,0,0,0,25,0,
2015,10,2,5,B6,MCO,JFK,238,204,0,0,0,34,0,
2015,10,2,5,B6,FLL,LGA,43,0,0,43,0,0,0,
2015,10,2,5,B6,LGA,TPA,50,13,0,9,0,28,0,
2015,10,2,5,B6,TPA,BOS,38,1,0,0,0,37,0,
2015,10,2,5,B6,JFK,ORD,0,0,0,0,0,0,0,
2015,10,2,5,B6,BOS,DEN,0,0,0,0,0,0,0,
2015,10,2,5,B6,DEN,BOS,56,0,0,56,0,0,0,
2015,10,2,5,B6,BOS,LAS,28,1,0,0,0,27,0,
2015,10,2,5,B6,LAS,BOS,22,2,0,0,0,20,0,
2015,10,2,5,B6,MCO,LGA,0,0,0,0,0,0,0,
2015,10,2,5,B6,JFK,SEA,31,12,0,19,0,0,0,
2015,10,2,5,B6,SEA,JFK,60,6,0,25,0,29,0,
2015,10,2,5,B6,MCO,JFK,0,0,0,0,0,0,0,
2015,10,2,5,B6,JFK,SLC,42,10,0,32,0,0,0,
2015,10,2,5,B6,SLC,MCO,29,0,0,0,0,29,0,
2015,10,2,5,B6,BOS,TPA,5,0,0,0,0,0,0,
2015,10,2,5,B6,TPA,LGA,0,0,0,0,0,0,0,
2015,10,2,5,B6,LGA,FLL,9,0,0,0,0,0,0,
2015,10,2,5,B6,DTW,FLL,34,0,0,34,0,0,0,
2015,10,2,5,B6,FLL,LAX,24,0,0,1,0,23,0,
2015,10,2,5,B6,LAX,FLL,14,0,0,0,0,0,0,
2015,10,2,5,B6,BOS,DCA,0,0,0,0,0,0,0,
2015,10,2,5,B6,DCA,BOS,5,0,0,0,0,0,0,
2015,10,2,5,B6,BOS,FLL,12,0,0,0,0,0,0,
2015,10,2,5,B6,FLL,BOS,0,0,0,0,0,0,0,
2015,10,2,5,B6,MCO,LGA,49,0,0,49,0,0,0,
2015,10,2,5,B6,LGA,MCO,44,16,0,9,0,19,0,
