YEAR,MONTH,DAY_OF_MONTH,DAY_OF_WEEK,UNIQUE_CARRIER,ORIGIN,DEST,ARR_DELAY_NEW,CARRIER_DELAY,WEATHER_DELAY,NAS_DELAY,SECURITY_DELAY,LATE_AIRCRAFT_DELAY,CANCELLED,CANCELLATION_CODE
2016,6,1,3,B6,LAS,JFK,0,0,0,0,0,0,0,
2016,6,2,4,B6,LAS,JFK,12,0,0,0,0,0,0,
2016,6,3,5,B6,LAS,JFK,0,0,0,0,0,0,0,
2016,6,4,6,B6,LAS,JFK,6,0,0,0,0,0,0,
2016,6,5,7,B6,LAS,JFK,136,0,0,101,0,35,0,
2016,6,6,1,B6,LAS,JFK,0,0,0,0,0,0,0,
2016,6,7,2,B6,LAS,JFK,1,0,0,0,0,0,0,
2016,6,8,3,B6,LAS,JFK,0,0,0,0,0,0,0,
2016,6,9,4,B6,LAS,JFK,0,0,0,0,0,0,0,
2016,6,10,5,B6,LAS,JFK,0,0,0,0,0,0,0,
2016,6,11,6,B6,LAS,JFK,0,0,0,0,0,0,0,
2016,6,12,7,B6,LAS,JFK,0,0,0,0,0,0,0,
2016,6,13,1,B6,LAS,JFK,0,0,0,0,0,0,0,
2016,6,14,2,B6,LAS,JFK,0,0,0,0,0,0,0,
2016,6,15,3,B6,LAS,JFK,0,0,0,0,0,0,0,
2016,6,16,4,B6,LAS,JFK,100,0,0,100,0,0,0,
2016,6,17,5,B6,LAS,JFK,0,0,0,0,0,0,0,
2016,6,18,6,B6,LAS,JFK,0,0,0,0,0,0,0,
2016,6,19,7,B6,LAS,JFK,0,0,0,0,0,0,0,
2016,6,20,1,B6,LAS,JFK,0,0,0,0,0,0,0,
2016,6,21,2,B6,LAS,JFK,25,10,0,0,0,15,0,
2016,6,22,3,B6,LAS,JFK,10,0,0,0,0,0,0,
2016,6,23,4,B6,LAS,JFK,181,168,0,0,0,13,0,
2016,6,24,5,B6,LAS,JFK,0,0,0,0,0,0,0,
2016,6,25,6,B6,LAS,JFK,0,0,0,0,0,0,0,
2016,6,26,7,B6,LAS,JFK,0,0,0,0,0,0,0,
2016,6,27,1,B6,LAS,JFK,0,0,0,0,0,0,0,
2016,6,28,2,B6,LAS,JFK,31,3,0,28,0,0,0,
2016,6,29,3,B6,LAS,JFK,0,0,0,0,0,0,0,
2016,6,30,4,B6,LAS,JFK,0,0,0,0,0,0,0,
2016,6,1,3,B6,BOS,MCO,15,6,0,3,0,6,0,
2016,6,2,4,B6,BOS,MCO,0,0,0,0,0,0,0,
2016,6,3,5,B6,BOS,MCO,17,0,0,0,0,17,0,
2016,6,4,6,B6,BOS,MCO,0,0,0,0,0,0,0,
2016,6,5,7,B6,BOS,MCO,0,0,0,0,0,0,0,
2016,6,6,1,B6,BOS,MCO,9,0,0,0,0,0,0,
2016,6,7,2,B6,BOS,MCO,27,0,0,27,0,0,0,
2016,6,8,3,B6,BOS,MCO,8,0,0,0,0,0,0,
2016,6,9,4,B6,BOS,MCO,14,0,0,0,0,0,0,
2016,6,10,5,B6,BOS,MCO,0,0,0,0,0,0,0,
2016,6,11,6,B6,BOS,MCO,0,0,0,0,0,0,0,
2016,6,12,7,B6,BOS,MCO,179,146,0,0,0,33,0,
2016,6,13,1,B6,BOS,MCO,0,0,0,0,0,0,0,
2016,6,14,2,B6,BOS,MCO,8,0,0,0,0,0,0,
2016,6,15,3,B6,BOS,MCO,0,0,0,0,0,0,0,
2016,6,16,4,B6,BOS,MCO,0,0,0,0,0,0,0,
2016,6,17,5,B6,BOS,MCO,18,17,0,1,0,0,0,
2016,6,18,6,B6,BOS,MCO,21,8,0,0,0,13,0,
2016,6,19,7,B6,BOS,MCO,0,0,0,0,0,0,0,
2016,6,20,1,B6,BOS,MCO,0,0,0,0,0,0,0,
2016,6,21,2,B6,BOS,MCO,14,0,0,0,0,0,0,
2016,6,22,3,B6,BOS,MCO,3,0,0,0,0,0,0,
2016,6,23,4,B6,BOS,MCO,0,0,0,0,0,0,0,
2016,6,24,5,B6,BOS,MCO,32,10,0,0,0,22,0,
2016,6,25,6,B6,BOS,MCO,6,0,0,0,0,0,0,
2016,6,26,7,B6,BOS,MCO,0,0,0,0,0,0,0,
2016,6,27,1,B6,BOS,MCO,0,0,0,0,0,0,0,
2016,6,28,2,B6,BOS,MCO,5,0,0,0,0,0,0,
2016,6,29,3,B6,BOS,MCO,15,3,0,12,0,0,0,
2016,6,30,4,B6,BOS,MCO,12,0,0,0,0,0,0,
2016,6,1,3,B6,MCO,BOS,0,0,0,0,0,0,0,
2016,6,2,4,B6,MCO,BOS,0,0,0,0,0,0,0,
2016,6,3,5,B6,MCO,BOS,0,0,0,0,0,0,0,
2016,6,4,6,B6,MCO,BOS,0,0,0,0,0,0,0,
2016,6,5,7,B6,MCO,BOS,7,0,0,0,0,0,0,
2016,6,6,1,B6,MCO,BOS,0,0,0,0,0,0,0,
2016,6,7,2,B6,MCO,BOS,2,0,0,0,0,0,0,
2016,6,8,3,B6,MCO,BOS,0,0,0,0,0,0,0,
2016,6,9,4,B6,MCO,BOS,0,0,0,0,0,0,0,
2016,6,10,5,B6,MCO,BOS,1,0,0,0,0,0,0,
2016,6,11,6,B6,MCO,BOS,13,0,0,0,0,0,0,
2016,6,12,7,B6,MCO,BOS,6,0,0,0,0,0,0,
2016,6,13,1,B6,MCO,BOS,27,19,0,8,0,0,0,
2016,6,14,2,B6,MCO,BOS,0,0,0,0,0,0,0,
2016,6,15,3,B6,MCO,BOS,0,0,0,0,0,0,0,
2016,6,16,4,B6,MCO,BOS,0,0,0,0,0,0,0,
2016,6,17,5,B6,MCO,BOS,0,0,0,0,0,0,0,
2016,6,18,6,B6,MCO,BOS,0,0,0,0,0,0,0,
2016,6,19,7,B6,MCO,BOS,1,0,0,0,0,0,0,
2016,6,20,1,B6,MCO,BOS,32,15,0,17,0,0,0,
