Origin,Destination,Carrier,Month,Delay Percentage,Total Flights,Delay Flights,Total Delay Time(min),Carrier Delay,Weather Delay,NAS Delay,Security Delay,Aircraft Delay
MDW,LAX,WN,11,37%,856,320,6054,1871,136,1147,0,2900
MDW,LGA,WN,11,44%,848,371,11364,3108,1711,3745,0,2800
MDW,MCO,WN,11,29%,936,270,6100,1970,107,1025,0,2998
MDW,MSP,WN,11,34%,1005,343,6121,1666,242,1026,0,3187
MDW,PDX,WN,11,43%,200,85,2278,679,230,314,0,1055
MDW,PHL,WN,11,41%,816,336,9171,3100,754,2345,0,2972
MDW,PHX,WN,11,34%,904,311,6750,2375,194,963,13,3205
MDW,SAN,WN,11,39%,462,180,4101,1744,80,619,0,1658
MDW,SEA,WN,11,42%,310,129,3023,1009,176,594,0,1244
MDW,SFO,WN,11,45%,365,163,6246,1416,837,2251,0,1742
MDW,SLC,WN,11,37%,289,108,2572,858,117,341,15,1241
MDW,TPA,WN,11,32%,607,195,4768,1927,441,687,0,1713
MSP,ATL,WN,11,32%,115,37,914,433,0,172,0,309
MSP,DEN,WN,11,28%,589,166,4952,1437,346,1013,0,2156
MSP,MCO,WN,11,30%,57,17,454,179,0,92,0,183
MSP,MDW,WN,11,26%,994,263,6118,1553,263,1327,0,2975
MSP,PHX,WN,11,33%,281,94,1815,463,0,348,12,992
PDX,DEN,WN,11,34%,540,185,2844,792,156,433,5,1458
PDX,LAS,WN,11,35%,566,199,2891,731,242,587,14,1317
PDX,LAX,WN,11,15%,60,9,92,0,0,0,0,92
PDX,MDW,WN,11,34%,199,68,973,127,195,207,0,444
PDX,PHX,WN,11,34%,405,138,2309,513,14,169,0,1613
PDX,SAN,WN,11,24%,116,28,468,168,22,31,0,247
PDX,SLC,WN,11,25%,179,44,540,221,0,32,0,287
PHL,ATL,WN,11,44%,117,52,1192,260,33,240,0,659
PHL,BOS,WN,11,32%,201,64,1963,247,46,274,8,1388
PHL,DEN,WN,11,29%,334,98,3014,855,112,608,0,1439
PHL,FLL,WN,11,27%,328,87,4084,1137,84,405,0,2458
PHL,LAS,WN,11,18%,147,27,377,75,0,117,0,185
PHL,MCO,WN,11,26%,577,148,5143,2668,13,595,15,1852
PHL,MDW,WN,11,33%,823,270,7197,1019,491,1358,21,4308
PHL,PHX,WN,11,34%,152,51,1179,445,0,276,0,458
PHL,TPA,WN,11,26%,314,83,2033,525,5,347,0,1156
PHX,ATL,WN,11,37%,236,87,1399,655,0,189,62,493
PHX,BOS,WN,11,13%,30,4,0,0,0,0,0,0
PHX,BWI,WN,11,33%,340,112,1621,742,0,237,43,599
PHX,DEN,WN,11,36%,1281,455,8129,2767,400,1302,33,3627
PHX,DTW,WN,11,51%,150,77,1599,1042,0,101,0,456
PHX,EWR,WN,11,44%,208,91,2813,806,255,1356,0,396
PHX,FLL,WN,11,7%,30,2,45,36,0,9,0,0
PHX,LAS,WN,11,35%,1633,578,9227,2490,167,1657,28,4885
PHX,LAX,WN,11,48%,1275,610,8710,2726,84,1785,28,4087
PHX,MCO,WN,11,51%,150,77,819,218,0,411,18,172
PHX,MDW,WN,11,34%,917,316,4840,1830,403,959,9,1639
PHX,MSP,WN,11,39%,284,111,1768,928,28,229,0,583
PHX,PDX,WN,11,34%,410,141,2494,697,0,415,17,1365
PHX,PHL,WN,11,38%,152,57,2005,907,72,549,0,477
PHX,SAN,WN,11,39%,1523,592,8159,3095,269,1270,19,3506
PHX,SEA,WN,11,45%,461,207,3573,1147,7,815,13,1591
PHX,SFO,WN,11,44%,650,283,8486,2301,550,3355,15,2265
PHX,SLC,WN,11,35%,824,291,4513,1904,7,238,0,2364
PHX,TPA,WN,11,38%,151,58,628,316,0,104,0,208
SAN,ATL,WN,11,39%,118,46,1138,347,0,62,0,729
SAN,BWI,WN,11,35%,292,103,1771,539,0,452,0,780
SAN,DEN,WN,11,30%,731,222,4035,874,387,935,0,1839
SAN,IAD,WN,11,31%,36,11,262,135,0,29,0,98
SAN,LAS,WN,11,38%,1619,620,11948,2277,538,2490,0,6643
SAN,MCO,WN,11,30%,40,12,55,8,0,39,0,8
SAN,MDW,WN,11,31%,466,144,2329,397,164,701,0,1067
SAN,PDX,WN,11,32%,117,38,658,149,0,57,0,452
SAN,PHX,WN,11,41%,1518,620,12739,3110,64,923,67,8575
SAN,SEA,WN,11,33%,159,53,1867,749,31,263,0,824
SAN,SFO,WN,11,41%,1155,474,19015,2164,236,8859,0,7756
SEA,BWI,WN,11,47%,30,14,242,48,0,127,0,67
SEA,DEN,WN,11,38%,554,212,2944,841,207,1043,9,844
SEA,LAS,WN,11,38%,549,206,3845,912,140,701,0,2092
SEA,MDW,WN,11,32%,321,103,1266,358,240,217,7,444
SEA,PHX,WN,11,34%,464,156,2761,811,65,364,0,1521
SEA,SAN,WN,11,46%,156,72,1229,549,21,170,0,489
SEA,SLC,WN,11,28%,204,58,1263,391,10,94,0,768
SFO,ATL,WN,11,34%,122,42,538,99,0,107,0,332
SFO,DEN,WN,11,40%,549,220,6482,1175,169,480,0,4658
SFO,LAS,WN,11,39%,924,364,12777,1557,460,1026,0,9734
SFO,LAX,WN,11,44%,1425,632,22038,3329,196,2245,0,16268
SFO,MDW,WN,11,35%,363,128,4332,589,56,233,36,3418
SFO,PHX,WN,11,39%,647,251,9290,1258,62,471,49,7450
SFO,SAN,WN,11,34%,1157,395,16216,2275,295,1076,23,12547
SLC,BWI,WN,11,33%,150,50,800,114,0,44,0,642
SLC,DEN,WN,11,30%,803,244,5177,1267,308,1060,0,2542
SLC,LAS,WN,11,27%,820,221,4554,705,303,1394,0,2152
SLC,LAX,WN,11,30%,403,122,2631,564,246,366,12,1443
SLC,MDW,WN,11,30%,291,87,1197,194,173,361,0,469
SLC,PDX,WN,11,29%,175,50,1162,284,176,51,0,651
SLC,PHX,WN,11,31%,825,258,4639,1215,155,786,0,2483
SLC,SEA,WN,11,28%,201,57,974,309,126,126,0,413
TPA,ATL,WN,11,36%,225,81,1517,485,0,427,0,605
TPA,BWI,WN,11,29%,820,241,4097,1523,68,377,0,2129
TPA,DCA,WN,11,22%,116,26,1022,355,0,115,0,552
TPA,DEN,WN,11,24%,295,71,935,302,113,63,0,457
TPA,FLL,WN,11,38%,722,273,6910,1918,154,506,0,4332
TPA,LAS,WN,11,23%,163,37,551,319,0,78,0,154
TPA,MDW,WN,11,28%,621,171,3606,1191,192,238,0,1985
TPA,PHL,WN,11,35%,314,111,4000,1457,166,711,0,1666
TPA,PHX,WN,11,28%,150,42,757,369,0,61,0,327
ATL,BOS,WN,10,25%,151,38,1385,158,300,454,0,473
ATL,BWI,WN,10,36%,504,182,4489,1472,232,447,0,2338
ATL,DCA,WN,10,16%,300,48,1295,137,8,424,0,726
ATL,DEN,WN,10,23%,317,74,1529,521,0,433,0,575
ATL,DTW,WN,10,18%,123,22,833,163,0,56,0,614
ATL,FLL,WN,10,36%,238,86,1689,823,0,152,0,714
ATL,LAS,WN,10,29%,300,86,2186,510,0,600,19,1057
ATL,LAX,WN,10,29%,278,82,1749,549,59,382,0,759
ATL,LGA,WN,10,29%,334,98,3398,786,876,1326,0,410
ATL,MCO,WN,10,31%,341,107,2957,1443,0,286,8,1220
ATL,MDW,WN,10,34%,545,187,4018,1745,93,1119,0,1061
ATL,MSP,WN,10,34%,185,62,1358,299,0,512,0,547
ATL,PHL,WN,10,20%,182,36,1563,337,111,628,0,487
ATL,PHX,WN,10,40%,242,98,1768,782,0,441,0,545
ATL,SAN,WN,10,43%,93,40,1057,249,0,280,0,528
ATL,SFO,WN,10,23%,182,42,1326,592,288,342,0,104
ATL,TPA,WN,10,42%,296,123,2369,788,0,260,21,1300
BOS,ATL,WN,10,36%,150,54,1008,575,0,200,0,233
BOS,BWI,WN,10,37%,1101,402,10332,2403,268,1043,6,6612
BOS,DEN,WN,10,31%,309,97,1120,282,0,410,0,428
BOS,MDW,WN,10,33%,748,249,5321,1439,31,1089,0,2762
BOS,PHL,WN,10,26%,212,55,3600,149,578,750,0,2123
BOS,PHX,WN,10,26%,31,8,324,137,0,62,0,125
BWI,ATL,WN,10,40%,509,206,4989,2283,102,974,0,1630
BWI,BOS,WN,10,44%,1103,485,11665,3398,1410,2534,41,4282
BWI,CLT,WN,10,55%,186,103,1891,570,67,699,0,555
BWI,DEN,WN,10,33%,522,173,2622,840,86,759,0,937
BWI,DTW,WN,10,43%,521,224,4242,1822,82,492,0,1846
BWI,EWR,WN,10,49%,178,87,2760,810,356,1264,0,330
BWI,FLL,WN,10,41%,872,360,8225,4298,195,975,0,2757
BWI,LAS,WN,10,32%,495,159,3742,1573,160,938,12,1059
BWI,LAX,WN,10,44%,207,92,1865,897,15,460,0,493
BWI,LGA,WN,10,50%,181,90,3989,1139,553,1924,0,373
BWI,MCO,WN,10,45%,924,415,11374,5512,57,1289,24,4492
BWI,MDW,WN,10,38%,1030,393,6438,2768,365,1344,32,1929
BWI,PHX,WN,10,43%,338,146,4445,2129,47,953,0,1316
BWI,SAN,WN,10,35%,308,108,2497,1133,12,481,0,871
BWI,SEA,WN,10,84%,31,26,761,83,0,428,0,250
BWI,SLC,WN,10,34%,155,53,651,280,3,290,0,78
BWI,TPA,WN,10,42%,725,302,7166,3351,83,963,9,2760
CLT,BWI,WN,10,49%,186,91,1569,382,118,308,0,761
CLT,MCO,WN,10,34%,62,21,288,12,0,19,0,257
CLT,MDW,WN,10,27%,177,47,1242,604,39,145,2,452
DCA,ATL,WN,10,28%,296,84,1869,421,29,329,0,1090
DCA,FLL,WN,10,13%,31,4,41,0,0,41,0,0
DCA,MDW,WN,10,27%,548,148,4131,630,77,1234,0,2190
DCA,TPA,WN,10,20%,124,25,259,35,0,71,0,153
DEN,ATL,WN,10,46%,315,146,3069,1127,0,400,0,1542
DEN,BOS,WN,10,35%,306,107,3018,527,0,1107,0,1384
DEN,BWI,WN,10,36%,512,183,3123,988,46,422,0,1667
DEN,DTW,WN,10,50%,308,153,2736,1196,0,449,0,1091
DEN,EWR,WN,10,52%,355,183,7460,1265,1075,3567,0,1553
DEN,FLL,WN,10,44%,216,95,1851,683,19,204,0,945
DEN,IAD,WN,10,41%,327,133,2715,1114,75,204,0,1322
DEN,LAS,WN,10,38%,1264,477,9859,3015,398,1675,24,4747
DEN,LAX,WN,10,38%,1033,388,7059,2370,157,1337,0,3195
DEN,LGA,WN,10,47%,239,112,4343,617,855,1850,8,1013
DEN,MCO,WN,10,34%,472,162,2745,1445,19,190,0,1091
DEN,MDW,WN,10,39%,1213,475,8996,2438,240,2066,26,4226
DEN,MSP,WN,10,40%,622,250,3662,1686,0,347,0,1629
DEN,PDX,WN,10,31%,573,177,3071,882,45,470,16,1658
DEN,PHL,WN,10,44%,438,192,6084,1639,967,1774,0,1704
DEN,PHX,WN,10,41%,1320,543,12266,5094,16,1615,37,5504
DEN,SAN,WN,10,35%,742,256,4101,1071,132,664,13,2221
DEN,SEA,WN,10,43%,587,251,4474,1727,54,577,3,2113
DEN,SFO,WN,10,47%,583,275,7933,1305,1796,2955,18,1859
DEN,SLC,WN,10,45%,866,388,6401,2493,46,682,0,3180
DEN,TPA,WN,10,40%,310,124,1889,892,38,218,0,741
DTW,ATL,WN,10,34%,123,42,510,352,25,109,0,24
DTW,BWI,WN,10,35%,522,184,2691,537,18,625,4,1507
DTW,DEN,WN,10,37%,303,112,1569,518,0,508,0,543
DTW,LAS,WN,10,29%,124,36,446,178,0,137,0,131
DTW,MDW,WN,10,37%,792,292,5760,2251,86,1287,0,2136
DTW,PHX,WN,10,34%,155,52,1126,804,0,228,0,94
EWR,BWI,WN,10,41%,178,73,2453,117,21,324,39,1952
EWR,DEN,WN,10,39%,355,137,3886,557,6,713,2,2608
EWR,MDW,WN,10,34%,850,286,9898,1477,16,1270,35,7100
EWR,PHX,WN,10,39%,217,85,2388,556,35,412,43,1342
FLL,ATL,WN,10,24%,239,57,1322,265,133,44,0,880
FLL,BWI,WN,10,31%,873,270,5707,1100,309,1115,0,3183
FLL,DCA,WN,10,26%,31,8,335,151,0,32,0,152
FLL,DEN,WN,10,30%,216,65,793,317,20,212,14,230
FLL,LAS,WN,10,31%,155,48,847,101,77,238,0,431
FLL,MCO,WN,10,26%,234,60,1153,331,17,146,0,659
FLL,MDW,WN,10,42%,432,182,4080,592,135,1041,0,2312
FLL,PHL,WN,10,26%,149,39,2006,505,402,719,0,380
FLL,PHX,WN,10,39%,31,12,106,52,0,1,0,53
FLL,TPA,WN,10,35%,769,272,5527,1270,101,486,10,3660
IAD,DEN,WN,10,33%,322,105,1427,347,0,500,15,565
IAD,LAS,WN,10,19%,31,6,156,13,0,114,0,29
IAD,MDW,WN,10,37%,738,270,4084,1092,180,1202,0,1610
IAD,SAN,WN,10,20%,5,1,120,120,0,0,0,0
LAS,ATL,WN,10,31%,299,93,3047,1502,0,539,0,1006
LAS,BWI,WN,10,32%,498,161,4606,1602,69,603,15,2317
LAS,DEN,WN,10,37%,1250,463,8281,2299,109,1054,36,4783
LAS,DTW,WN,10,40%,124,49,535,32,0,189,0,314
LAS,FLL,WN,10,49%,154,76,1118,620,6,66,0,426
LAS,IAD,WN,10,39%,31,12,506,208,0,164,0,134
LAS,LAX,WN,10,48%,1700,814,14907,4180,198,3492,163,6874
LAS,MCO,WN,10,37%,309,115,2229,997,0,299,0,933
LAS,MDW,WN,10,36%,1434,515,10112,3237,92,1987,13,4783
LAS,PDX,WN,10,27%,606,163,3912,2104,0,339,4,1465
LAS,PHL,WN,10,45%,155,69,1691,763,68,308,84,468
LAS,PHX,WN,10,39%,1698,664,12912,3870,123,1263,35,7621
LAS,SAN,WN,10,43%,1715,734,13903,3627,389,1978,77,7832
LAS,SEA,WN,10,40%,606,241,3943,1162,9,641,0,2131
LAS,SFO,WN,10,48%,1023,487,15482,2283,2135,5954,22,5088
LAS,SLC,WN,10,44%,909,402,9083,1880,81,673,13,6436
LAS,TPA,WN,10,38%,292,111,2317,879,10,207,0,1221
LAX,ATL,WN,10,34%,278,95,1735,1001,34,259,0,441
LAX,BWI,WN,10,47%,207,98,1727,663,16,584,15,449
LAX,DEN,WN,10,48%,1031,493,8615,2402,169,1415,0,4629
LAX,LAS,WN,10,47%,1703,807,15914,3613,835,3023,0,8443
LAX,MDW,WN,10,46%,901,411,7558,2577,9,1314,0,3658
LAX,PDX,WN,10,23%,62,14,740,147,0,2,0,591
LAX,PHX,WN,10,43%,1325,576,11088,3090,136,953,7,6902
LAX,SFO,WN,10,48%,1543,742,25804,3134,1482,9345,8,11835
LAX,SLC,WN,10,48%,417,199,3887,1093,0,216,0,2578
LGA,ATL,WN,10,29%,331,95,3100,1056,195,317,14,1518
LGA,BWI,WN,10,30%,186,56,2298,301,16,502,0,1479
LGA,DEN,WN,10,27%,239,65,1749,360,0,212,0,1177
LGA,MDW,WN,10,38%,929,349,10707,1664,119,1978,16,6930
MCO,ATL,WN,10,26%,338,88,1849,838,53,367,0,591
MCO,BWI,WN,10,37%,925,345,6598,1750,224,1166,0,3458
MCO,CLT,WN,10,55%,62,34,482,304,0,39,0,139
MCO,DEN,WN,10,29%,478,141,1921,962,40,404,0,515
MCO,FLL,WN,10,50%,234,116,2068,737,73,199,12,1047
MCO,LAS,WN,10,34%,308,104,1357,779,33,314,0,231
MCO,MDW,WN,10,38%,750,287,5842,2290,88,1205,0,2259
MCO,MSP,WN,10,35%,31,11,36,8,0,24,0,4
MCO,PHL,WN,10,38%,476,182,6037,1643,702,1398,34,2260
MCO,PHX,WN,10,49%,155,76,997,327,45,191,0,434
MCO,SAN,WN,10,8%,36,3,24,0,0,24,0,0
MDW,ATL,WN,10,37%,558,206,4565,2053,4,547,0,1961
MDW,BOS,WN,10,40%,749,302,7156,2341,660,1575,0,2580
MDW,BWI,WN,10,40%,1034,415,6451,2261,125,913,0,3152
MDW,CLT,WN,10,45%,177,79,1468,463,9,309,0,687
MDW,DCA,WN,10,31%,544,167,3577,1484,59,415,0,1619
MDW,DEN,WN,10,38%,1212,456,8524,2161,435,1878,0,4050
MDW,DTW,WN,10,39%,784,307,5132,1810,115,677,0,2530
MDW,EWR,WN,10,44%,850,378,12859,3872,1520,5103,5,2359
MDW,FLL,WN,10,42%,432,183,3108,1101,44,718,15,1230
MDW,IAD,WN,10,46%,734,334,5819,2556,13,793,0,2457
MDW,LAS,WN,10,30%,1446,435,8600,2836,609,1846,0,3309
MDW,LAX,WN,10,38%,904,346,7114,2260,81,1407,0,3366
MDW,LGA,WN,10,45%,928,416,11283,3561,1137,4264,0,2321
MDW,MCO,WN,10,40%,755,299,6969,2900,12,926,0,3131
MDW,MSP,WN,10,40%,1113,443,6645,2064,39,918,0,3624
MDW,PDX,WN,10,47%,290,135,1972,749,0,453,0,770
MDW,PHL,WN,10,48%,890,423,13619,4010,1738,3820,0,4051
MDW,PHX,WN,10,40%,964,382,8938,3543,9,1918,0,3468
MDW,SAN,WN,10,38%,597,229,4821,1933,86,1298,0,1504
MDW,SEA,WN,10,51%,447,230,4288,1598,3,1214,0,1473
MDW,SFO,WN,10,47%,432,205,7183,2652,335,2062,0,2134
MDW,SLC,WN,10,45%,354,161,3578,1134,4,397,0,2043
MDW,TPA,WN,10,40%,630,254,4605,1574,95,539,19,2378
MSP,ATL,WN,10,22%,184,40,968,64,0,356,0,548
MSP,DEN,WN,10,36%,605,219,4397,1617,21,556,0,2203
MSP,MCO,WN,10,23%,31,7,45,45,0,0,0,0
MSP,MDW,WN,10,35%,1123,388,7094,2321,126,1748,19,2880
MSP,PHX,WN,10,32%,310,100,1623,503,0,226,0,894
PDX,DEN,WN,10,33%,584,191,3061,1019,53,606,5,1378
PDX,LAS,WN,10,30%,592,175,3254,1049,283,425,5,1492
PDX,LAX,WN,10,8%,62,5,113,69,0,0,0,44
PDX,MDW,WN,10,38%,284,108,1323,411,0,646,0,266
PDX,PHX,WN,10,29%,427,122,1400,314,12,119,0,955
PDX,SAN,WN,10,27%,94,25,247,120,0,48,0,79
PDX,SLC,WN,10,39%,176,69,628,320,0,54,0,254
PHL,ATL,WN,10,33%,183,60,1455,619,0,306,0,530
PHL,BOS,WN,10,31%,213,67,3717,466,502,670,0,2079
PHL,DEN,WN,10,36%,442,158,3692,676,29,631,2,2354
PHL,FLL,WN,10,26%,149,38,1475,186,0,153,7,1129
PHL,LAS,WN,10,18%,155,28,699,288,7,108,0,296
PHL,MCO,WN,10,31%,476,146,5424,1966,24,728,9,2697
PHL,MDW,WN,10,34%,890,299,8738,1087,133,1780,0,5738
PHL,PHX,WN,10,41%,155,64,2077,720,9,308,5,1035
PHL,TPA,WN,10,26%,278,72,2284,537,14,517,17,1199
PHX,ATL,WN,10,39%,244,95,1463,542,0,278,0,643
PHX,BOS,WN,10,32%,31,10,166,0,0,0,0,166
PHX,BWI,WN,10,34%,337,113,1949,921,0,402,0,626
PHX,DEN,WN,10,35%,1306,459,7153,2361,0,1080,50,3662
PHX,DTW,WN,10,34%,155,53,1438,839,0,57,0,542
PHX,EWR,WN,10,46%,217,99,3990,814,790,1208,9,1169
PHX,FLL,WN,10,6%,31,2,29,16,0,13,0,0
PHX,LAS,WN,10,40%,1701,672,12097,2479,864,1952,27,6775
PHX,LAX,WN,10,42%,1314,556,9015,1993,126,1427,25,5444
PHX,MCO,WN,10,42%,155,65,1062,212,0,288,0,562
PHX,MDW,WN,10,31%,977,298,5077,2100,66,925,14,1972
PHX,MSP,WN,10,22%,309,68,1702,487,0,148,0,1067
PHX,PDX,WN,10,31%,434,136,2172,866,0,217,0,1089
PHX,PHL,WN,10,49%,155,76,2130,960,14,813,0,343
PHX,SAN,WN,10,38%,1677,644,9475,3239,289,1214,38,4695
PHX,SEA,WN,10,36%,477,172,2147,818,34,335,0,960
PHX,SFO,WN,10,43%,691,298,9052,1784,900,3779,15,2574
PHX,SLC,WN,10,39%,944,366,5052,1723,50,233,15,3031
PHX,TPA,WN,10,40%,155,62,801,228,0,190,20,363
SAN,ATL,WN,10,47%,93,44,818,279,0,303,0,236
SAN,BWI,WN,10,32%,309,99,1636,461,45,545,19,566
SAN,DEN,WN,10,31%,741,231,4031,1003,6,617,27,2378
SAN,IAD,WN,10,40%,5,2,160,148,0,12,0,0
SAN,LAS,WN,10,40%,1709,680,14371,2474,313,2829,11,8744
SAN,MCO,WN,10,50%,36,18,210,151,0,28,0,31
SAN,MDW,WN,10,32%,596,188,3048,666,318,749,0,1315
SAN,PDX,WN,10,24%,93,22,441,246,0,66,0,129
SAN,PHX,WN,10,39%,1687,661,11629,2459,68,1274,9,7819
SAN,SEA,WN,10,39%,146,57,1218,250,27,211,0,730
SAN,SFO,WN,10,44%,1190,521,18960,2028,453,7699,0,8780
SEA,BWI,WN,10,45%,31,14,661,348,0,103,0,210
SEA,DEN,WN,10,40%,592,235,3212,908,135,919,0,1250
SEA,LAS,WN,10,35%,610,211,3228,739,185,575,0,1729
SEA,MDW,WN,10,36%,444,162,2522,885,34,1016,0,587
SEA,PHX,WN,10,36%,475,173,2724,1330,3,221,0,1170
SEA,SAN,WN,10,31%,146,45,576,62,0,56,0,458
SEA,SLC,WN,10,26%,202,52,1069,239,0,196,0,634
SFO,ATL,WN,10,29%,181,52,1616,639,0,124,0,853
SFO,DEN,WN,10,38%,591,222,5795,1180,0,971,0,3644
SFO,LAS,WN,10,36%,1020,364,12143,1696,300,1436,0,8711
SFO,LAX,WN,10,41%,1541,634,21879,3010,8,3138,13,15710
SFO,MDW,WN,10,41%,432,175,4743,678,0,1179,0,2886
SFO,PHX,WN,10,39%,688,271,8076,1194,0,628,26,6228
SFO,SAN,WN,10,38%,1188,457,16969,2335,290,1651,0,12693
SLC,BWI,WN,10,41%,155,63,861,267,0,108,0,486
SLC,DEN,WN,10,36%,867,316,4945,1135,24,1145,0,2641
SLC,LAS,WN,10,34%,904,305,4956,808,65,927,0,3156
SLC,LAX,WN,10,31%,431,133,2855,548,0,459,0,1848
SLC,MDW,WN,10,31%,354,111,1990,184,19,805,6,976
SLC,PDX,WN,10,39%,168,66,1145,137,0,78,4,926
SLC,PHX,WN,10,33%,947,315,4558,1152,0,462,3,2941
SLC,SEA,WN,10,39%,198,78,1504,531,0,152,0,821
TPA,ATL,WN,10,23%,291,67,1032,113,0,134,0,785
TPA,BWI,WN,10,33%,724,241,4369,683,529,591,7,2559
TPA,DCA,WN,10,17%,124,21,145,115,0,30,0,0
TPA,DEN,WN,10,29%,308,88,1010,250,107,182,0,471
TPA,FLL,WN,10,36%,772,281,4553,1149,6,530,0,2868
TPA,LAS,WN,10,20%,291,58,1102,411,39,113,7,532
TPA,MDW,WN,10,31%,630,197,3586,741,234,923,0,1688
TPA,PHL,WN,10,37%,283,106,3561,704,151,1285,0,1421
TPA,PHX,WN,10,35%,155,55,745,180,36,128,0,401
ATL,BOS,WN,9,29%,233,68,2232,766,55,721,0,690
ATL,BWI,WN,9,34%,682,229,4905,1324,825,831,9,1916
ATL,DCA,WN,9,21%,411,85,2279,273,359,578,0,1069
ATL,DEN,WN,9,24%,405,99,2315,792,164,648,0,711
ATL,DTW,WN,9,35%,204,72,1994,513,21,178,0,1282
ATL,FLL,WN,9,39%,383,151,3307,1260,313,537,0,1197
ATL,IAD,WN,9,27%,55,15,317,55,15,0,0,247
ATL,LAS,WN,9,30%,374,113,2046,637,112,278,0,1019
ATL,LAX,WN,9,41%,355,145,3293,1416,200,619,0,1058
ATL,LGA,WN,9,28%,475,135,3511,1081,681,1164,0,585
ATL,MCO,WN,9,29%,471,136,3614,1009,294,559,0,1752
ATL,MDW,WN,9,32%,721,228,5594,1177,670,2075,0,1672
ATL,MSP,WN,9,35%,231,82,1722,586,33,238,0,865
ATL,PHL,WN,9,28%,205,58,1753,344,716,340,0,353
ATL,PHX,WN,9,42%,255,108,2228,669,50,511,7,991
ATL,SAN,WN,9,33%,92,30,725,66,44,135,0,480
ATL,SEA,WN,9,28%,57,16,136,115,0,21,0,0
ATL,SFO,WN,9,32%,114,36,1116,346,31,286,0,453
ATL,TPA,WN,9,39%,405,156,3351,1183,242,477,0,1449
BOS,ATL,WN,9,30%,234,71,1412,396,37,557,0,422
BOS,BWI,WN,9,34%,1349,464,14145,2901,903,2233,1,8107
BOS,DEN,WN,9,24%,379,90,2533,523,0,586,12,1412
BOS,MDW,WN,9,30%,865,260,8333,1192,646,1408,6,5081
BOS,PHL,WN,9,39%,212,82,3720,164,474,1350,0,1732
BOS,PHX,WN,9,0%,30,0,0,0,0,0,0,0
BWI,ATL,WN,9,39%,682,266,6613,2227,323,1328,67,2668
BWI,BOS,WN,9,44%,1343,589,16539,4385,1537,4292,37,6288
BWI,CLT,WN,9,48%,240,116,2579,694,0,466,24,1395
BWI,DEN,WN,9,32%,695,222,5694,1652,706,943,0,2393
BWI,DTW,WN,9,33%,593,196,5233,1673,631,878,0,2051
BWI,EWR,WN,9,57%,171,97,3623,667,327,1610,0,1019
BWI,FLL,WN,9,39%,1069,415,10798,3449,285,2654,74,4336
BWI,LAS,WN,9,30%,600,177,4914,1856,301,1145,26,1586
BWI,LAX,WN,9,44%,333,147,4138,2041,330,555,0,1212
BWI,LGA,WN,9,44%,175,77,3753,608,528,1335,0,1282
BWI,MCO,WN,9,36%,1057,385,12270,4762,217,1428,82,5781
BWI,MDW,WN,9,35%,1173,412,10249,2644,832,2553,38,4182
BWI,MSP,WN,9,16%,81,13,576,281,0,6,114,175
BWI,PDX,WN,9,100%,1,1,84,80,0,4,0,0
BWI,PHX,WN,9,39%,425,167,4179,1001,405,808,0,1965
BWI,SAN,WN,9,39%,355,139,3061,1111,174,494,46,1236
BWI,SEA,WN,9,57%,65,37,1028,399,30,426,20,153
BWI,SLC,WN,9,33%,180,59,1042,693,0,170,0,179
BWI,TPA,WN,9,40%,887,352,9872,3072,232,1435,27,5106
CLT,BWI,WN,9,36%,240,86,2848,701,88,558,0,1501
CLT,MCO,WN,9,17%,60,10,226,29,0,0,0,197
CLT,MDW,WN,9,27%,222,59,2569,408,494,471,16,1180
DCA,ATL,WN,9,25%,407,103,2369,551,137,639,0,1042
DCA,FLL,WN,9,27%,60,16,277,34,0,136,0,107
DCA,MCO,WN,9,22%,60,13,400,33,48,166,0,153
DCA,MDW,WN,9,24%,681,163,4658,900,469,1251,0,2038
DCA,TPA,WN,9,20%,122,24,867,364,133,142,0,228
DEN,ATL,WN,9,39%,411,160,3086,1275,50,414,0,1347
DEN,BOS,WN,9,43%,379,163,4366,679,373,1819,0,1495
DEN,BWI,WN,9,37%,682,255,6303,1676,744,1859,0,2024
DEN,DTW,WN,9,52%,358,187,3268,1393,153,343,0,1379
DEN,EWR,WN,9,47%,429,201,7849,2226,823,3263,0,1537
DEN,FLL,WN,9,50%,239,119,2605,1249,54,337,0,965
DEN,IAD,WN,9,43%,393,168,3211,1078,204,686,0,1243
DEN,LAS,WN,9,36%,1456,519,12529,2563,1025,1795,0,7146
DEN,LAX,WN,9,43%,1224,532,9939,2423,229,2160,0,5127
DEN,LGA,WN,9,49%,284,139,3769,653,742,1693,0,681
DEN,MCO,WN,9,37%,545,201,4276,1682,117,661,0,1816
DEN,MDW,WN,9,37%,1445,532,11865,3467,830,3142,23,4403
DEN,MSP,WN,9,38%,761,289,4797,1909,47,285,0,2556
DEN,PDX,WN,9,39%,693,270,4835,1367,13,658,0,2797
DEN,PHL,WN,9,42%,511,215,6446,2879,278,1679,0,1610
DEN,PHX,WN,9,41%,1564,645,13957,5623,624,1230,0,6480
DEN,SAN,WN,9,36%,885,323,6246,2947,343,520,0,2436
DEN,SEA,WN,9,43%,720,312,4270,1427,209,494,0,2140
DEN,SFO,WN,9,51%,707,364,11243,2416,1003,4018,83,3723
DEN,SLC,WN,9,38%,999,377,6952,2099,426,483,0,3944
DEN,TPA,WN,9,42%,351,148,3123,1351,116,296,0,1360
